tumor_barcode,Cellular Neighborhood,count,total,fraction,Genotype
Tumor_70,Lymphatic endothelial enriched,35.0,439,0.07972665148063782,Kras-H3K36M
Tumor_70,Malignant 3 enriched,0.0,439,0.0,Kras-H3K36M
Tumor_70,Lung parenchyma,13.0,439,0.029612756264236904,Kras-H3K36M
Tumor_70,Pleura,0.0,439,0.0,Kras-H3K36M
Tumor_78,Malignant 2 (AT2-like) enriched,80.0,277,0.2888086642599278,Kras-H3K36M
Tumor_78,Malignant 1 enriched,0.0,277,0.0,Kras-H3K36M
Tumor_78,Malignant 1/2 co-enriched,0.0,277,0.0,Kras-H3K36M
Tumor_78,Large airway,0.0,277,0.0,Kras-H3K36M
Tumor_78,Plasma/B/T co-enriched,190.0,277,0.6859205776173285,Kras-H3K36M
Tumor_78,Lymphatic endothelial enriched,2.0,277,0.007220216606498195,Kras-H3K36M
Tumor_78,Malignant 3 enriched,0.0,277,0.0,Kras-H3K36M
Tumor_78,Lung parenchyma,5.0,277,0.018050541516245487,Kras-H3K36M
Tumor_78,Pleura,0.0,277,0.0,Kras-H3K36M
Tumor_79,Malignant 2 (AT2-like) enriched,15.0,101,0.1485148514851485,Kras-H3K36M
Tumor_79,Malignant 1 enriched,0.0,101,0.0,Kras-H3K36M
Tumor_79,Malignant 1/2 co-enriched,0.0,101,0.0,Kras-H3K36M
Tumor_79,Large airway,0.0,101,0.0,Kras-H3K36M
Tumor_79,Plasma/B/T co-enriched,84.0,101,0.8316831683168316,Kras-H3K36M
Tumor_79,Lymphatic endothelial enriched,2.0,101,0.019801980198019802,Kras-H3K36M
Tumor_79,Malignant 3 enriched,0.0,101,0.0,Kras-H3K36M
Tumor_79,Lung parenchyma,0.0,101,0.0,Kras-H3K36M
Tumor_79,Pleura,0.0,101,0.0,Kras-H3K36M
Tumor_93,Malignant 2 (AT2-like) enriched,30.0,158,0.189873417721519,Kras-H3K36M
Tumor_93,Malignant 1 enriched,0.0,158,0.0,Kras-H3K36M
Tumor_93,Malignant 1/2 co-enriched,0.0,158,0.0,Kras-H3K36M
Tumor_93,Large airway,0.0,158,0.0,Kras-H3K36M
Tumor_93,Plasma/B/T co-enriched,95.0,158,0.6012658227848101,Kras-H3K36M
Tumor_93,Lymphatic endothelial enriched,33.0,158,0.2088607594936709,Kras-H3K36M
Tumor_93,Malignant 3 enriched,0.0,158,0.0,Kras-H3K36M
Tumor_93,Lung parenchyma,0.0,158,0.0,Kras-H3K36M
Tumor_93,Pleura,0.0,158,0.0,Kras-H3K36M
Tumor_100,Malignant 2 (AT2-like) enriched,112.0,812,0.13793103448275862,Kras-H3K36M
Tumor_100,Malignant 1 enriched,0.0,812,0.0,Kras-H3K36M
Tumor_100,Malignant 1/2 co-enriched,0.0,812,0.0,Kras-H3K36M
Tumor_100,Large airway,0.0,812,0.0,Kras-H3K36M
Tumor_100,Plasma/B/T co-enriched,692.0,812,0.8522167487684729,Kras-H3K36M
Tumor_100,Lymphatic endothelial enriched,3.0,812,0.003694581280788177,Kras-H3K36M
Tumor_100,Malignant 3 enriched,0.0,812,0.0,Kras-H3K36M
Tumor_100,Lung parenchyma,5.0,812,0.006157635467980296,Kras-H3K36M
Tumor_100,Pleura,0.0,812,0.0,Kras-H3K36M
Tumor_101,Malignant 2 (AT2-like) enriched,82.0,142,0.5774647887323944,Kras-H3K36M
Tumor_101,Malignant 1 enriched,0.0,142,0.0,Kras-H3K36M
Tumor_101,Malignant 1/2 co-enriched,0.0,142,0.0,Kras-H3K36M
Tumor_101,Large airway,0.0,142,0.0,Kras-H3K36M
Tumor_101,Plasma/B/T co-enriched,50.0,142,0.352112676056338,Kras-H3K36M
Tumor_101,Lymphatic endothelial enriched,7.0,142,0.04929577464788732,Kras-H3K36M
Tumor_101,Malignant 3 enriched,0.0,142,0.0,Kras-H3K36M
Tumor_101,Lung parenchyma,3.0,142,0.02112676056338028,Kras-H3K36M
Tumor_101,Pleura,0.0,142,0.0,Kras-H3K36M
Tumor_99,Malignant 2 (AT2-like) enriched,45.0,453,0.09933774834437085,Kras-H3K36M
Tumor_99,Malignant 1 enriched,0.0,453,0.0,Kras-H3K36M
Tumor_99,Malignant 1/2 co-enriched,0.0,453,0.0,Kras-H3K36M
Tumor_99,Large airway,0.0,453,0.0,Kras-H3K36M
Tumor_99,Plasma/B/T co-enriched,404.0,453,0.891832229580574,Kras-H3K36M
Tumor_99,Lymphatic endothelial enriched,4.0,453,0.008830022075055188,Kras-H3K36M
Tumor_99,Malignant 3 enriched,0.0,453,0.0,Kras-H3K36M
Tumor_99,Lung parenchyma,0.0,453,0.0,Kras-H3K36M
Tumor_99,Pleura,0.0,453,0.0,Kras-H3K36M
Tumor_98,Malignant 2 (AT2-like) enriched,164.0,645,0.25426356589147286,Kras-H3K36M
Tumor_98,Malignant 1 enriched,0.0,645,0.0,Kras-H3K36M
Tumor_98,Malignant 1/2 co-enriched,0.0,645,0.0,Kras-H3K36M
Tumor_98,Large airway,0.0,645,0.0,Kras-H3K36M
Tumor_98,Plasma/B/T co-enriched,458.0,645,0.710077519379845,Kras-H3K36M
Tumor_98,Lymphatic endothelial enriched,7.0,645,0.010852713178294573,Kras-H3K36M
Tumor_98,Malignant 3 enriched,0.0,645,0.0,Kras-H3K36M
Tumor_98,Lung parenchyma,16.0,645,0.024806201550387597,Kras-H3K36M
Tumor_98,Pleura,0.0,645,0.0,Kras-H3K36M
Tumor_95,Malignant 2 (AT2-like) enriched,107.0,902,0.11862527716186252,Kras-H3K36M
Tumor_95,Malignant 1 enriched,0.0,902,0.0,Kras-H3K36M
Tumor_95,Malignant 1/2 co-enriched,0.0,902,0.0,Kras-H3K36M
Tumor_95,Large airway,0.0,902,0.0,Kras-H3K36M
Tumor_95,Plasma/B/T co-enriched,764.0,902,0.8470066518847007,Kras-H3K36M
Tumor_95,Lymphatic endothelial enriched,29.0,902,0.03215077605321508,Kras-H3K36M
Tumor_95,Malignant 3 enriched,0.0,902,0.0,Kras-H3K36M
Tumor_95,Lung parenchyma,2.0,902,0.0022172949002217295,Kras-H3K36M
Tumor_95,Pleura,0.0,902,0.0,Kras-H3K36M
Tumor_96,Malignant 2 (AT2-like) enriched,2.0,47,0.0425531914893617,Kras-H3K36M
Tumor_96,Malignant 1 enriched,0.0,47,0.0,Kras-H3K36M
Tumor_96,Malignant 1/2 co-enriched,0.0,47,0.0,Kras-H3K36M
Tumor_96,Large airway,0.0,47,0.0,Kras-H3K36M
Tumor_96,Plasma/B/T co-enriched,25.0,47,0.5319148936170213,Kras-H3K36M
Tumor_96,Lymphatic endothelial enriched,6.0,47,0.1276595744680851,Kras-H3K36M
Tumor_96,Malignant 3 enriched,0.0,47,0.0,Kras-H3K36M
Tumor_96,Lung parenchyma,14.0,47,0.2978723404255319,Kras-H3K36M
Tumor_96,Pleura,0.0,47,0.0,Kras-H3K36M
Tumor_84,Malignant 2 (AT2-like) enriched,241.0,1196,0.20150501672240803,Kras-H3K36M
Tumor_84,Malignant 1 enriched,0.0,1196,0.0,Kras-H3K36M
Tumor_84,Malignant 1/2 co-enriched,0.0,1196,0.0,Kras-H3K36M
Tumor_84,Large airway,0.0,1196,0.0,Kras-H3K36M
Tumor_84,Plasma/B/T co-enriched,919.0,1196,0.7683946488294314,Kras-H3K36M
Tumor_84,Lymphatic endothelial enriched,28.0,1196,0.023411371237458192,Kras-H3K36M
Tumor_84,Malignant 3 enriched,0.0,1196,0.0,Kras-H3K36M
Tumor_84,Lung parenchyma,8.0,1196,0.006688963210702341,Kras-H3K36M
Tumor_84,Pleura,0.0,1196,0.0,Kras-H3K36M
Tumor_85,Malignant 2 (AT2-like) enriched,28.0,314,0.08917197452229299,Kras-H3K36M
Tumor_85,Malignant 1 enriched,0.0,314,0.0,Kras-H3K36M
Tumor_85,Malignant 1/2 co-enriched,0.0,314,0.0,Kras-H3K36M
Tumor_85,Large airway,0.0,314,0.0,Kras-H3K36M
Tumor_85,Plasma/B/T co-enriched,261.0,314,0.8312101910828026,Kras-H3K36M
Tumor_85,Lymphatic endothelial enriched,8.0,314,0.025477707006369428,Kras-H3K36M
Tumor_85,Malignant 3 enriched,0.0,314,0.0,Kras-H3K36M
Tumor_85,Lung parenchyma,17.0,314,0.054140127388535034,Kras-H3K36M
Tumor_85,Pleura,0.0,314,0.0,Kras-H3K36M
Tumor_86,Malignant 2 (AT2-like) enriched,0.0,53,0.0,Kras-H3K36M
Tumor_86,Malignant 1 enriched,0.0,53,0.0,Kras-H3K36M
Tumor_86,Malignant 1/2 co-enriched,0.0,53,0.0,Kras-H3K36M
Tumor_86,Large airway,0.0,53,0.0,Kras-H3K36M
Tumor_86,Plasma/B/T co-enriched,53.0,53,1.0,Kras-H3K36M
Tumor_86,Lymphatic endothelial enriched,0.0,53,0.0,Kras-H3K36M
Tumor_86,Malignant 3 enriched,0.0,53,0.0,Kras-H3K36M
Tumor_86,Lung parenchyma,0.0,53,0.0,Kras-H3K36M
Tumor_86,Pleura,0.0,53,0.0,Kras-H3K36M
Tumor_77,Malignant 2 (AT2-like) enriched,76.0,445,0.1707865168539326,Kras-H3K36M
Tumor_77,Malignant 1 enriched,0.0,445,0.0,Kras-H3K36M
Tumor_77,Malignant 1/2 co-enriched,0.0,445,0.0,Kras-H3K36M
Tumor_77,Large airway,0.0,445,0.0,Kras-H3K36M
Tumor_77,Plasma/B/T co-enriched,354.0,445,0.7955056179775281,Kras-H3K36M
Tumor_77,Lymphatic endothelial enriched,13.0,445,0.029213483146067417,Kras-H3K36M
Tumor_77,Malignant 3 enriched,0.0,445,0.0,Kras-H3K36M
Tumor_77,Lung parenchyma,2.0,445,0.0044943820224719105,Kras-H3K36M
Tumor_77,Pleura,0.0,445,0.0,Kras-H3K36M
Tumor_92,Malignant 2 (AT2-like) enriched,14.0,61,0.22950819672131148,Kras-H3K36M
Tumor_92,Malignant 1 enriched,0.0,61,0.0,Kras-H3K36M
Tumor_92,Malignant 1/2 co-enriched,0.0,61,0.0,Kras-H3K36M
Tumor_92,Large airway,0.0,61,0.0,Kras-H3K36M
Tumor_92,Plasma/B/T co-enriched,47.0,61,0.7704918032786885,Kras-H3K36M
Tumor_92,Lymphatic endothelial enriched,0.0,61,0.0,Kras-H3K36M
Tumor_92,Malignant 3 enriched,0.0,61,0.0,Kras-H3K36M
Tumor_92,Lung parenchyma,0.0,61,0.0,Kras-H3K36M
Tumor_92,Pleura,0.0,61,0.0,Kras-H3K36M
Tumor_83,Malignant 2 (AT2-like) enriched,48.0,99,0.48484848484848486,Kras-H3K36M
Tumor_83,Malignant 1 enriched,0.0,99,0.0,Kras-H3K36M
Tumor_83,Malignant 1/2 co-enriched,0.0,99,0.0,Kras-H3K36M
Tumor_83,Large airway,0.0,99,0.0,Kras-H3K36M
Tumor_83,Plasma/B/T co-enriched,41.0,99,0.41414141414141414,Kras-H3K36M
Tumor_83,Lymphatic endothelial enriched,10.0,99,0.10101010101010101,Kras-H3K36M
Tumor_83,Malignant 3 enriched,0.0,99,0.0,Kras-H3K36M
Tumor_83,Lung parenchyma,0.0,99,0.0,Kras-H3K36M
Tumor_83,Pleura,0.0,99,0.0,Kras-H3K36M
Tumor_81,Malignant 2 (AT2-like) enriched,60.0,126,0.47619047619047616,Kras-H3K36M
Tumor_81,Malignant 1 enriched,0.0,126,0.0,Kras-H3K36M
Tumor_81,Malignant 1/2 co-enriched,0.0,126,0.0,Kras-H3K36M
Tumor_81,Large airway,0.0,126,0.0,Kras-H3K36M
Tumor_81,Plasma/B/T co-enriched,56.0,126,0.4444444444444444,Kras-H3K36M
Tumor_81,Lymphatic endothelial enriched,10.0,126,0.07936507936507936,Kras-H3K36M
Tumor_81,Malignant 3 enriched,0.0,126,0.0,Kras-H3K36M
Tumor_81,Lung parenchyma,0.0,126,0.0,Kras-H3K36M
Tumor_81,Pleura,0.0,126,0.0,Kras-H3K36M
Tumor_71,Malignant 2 (AT2-like) enriched,130.0,438,0.2968036529680365,Kras-H3K36M
Tumor_71,Malignant 1 enriched,0.0,438,0.0,Kras-H3K36M
Tumor_71,Malignant 1/2 co-enriched,0.0,438,0.0,Kras-H3K36M
Tumor_71,Large airway,0.0,438,0.0,Kras-H3K36M
Tumor_71,Plasma/B/T co-enriched,299.0,438,0.682648401826484,Kras-H3K36M
Tumor_71,Lymphatic endothelial enriched,3.0,438,0.00684931506849315,Kras-H3K36M
Tumor_71,Malignant 3 enriched,0.0,438,0.0,Kras-H3K36M
Tumor_71,Lung parenchyma,6.0,438,0.0136986301369863,Kras-H3K36M
Tumor_71,Pleura,0.0,438,0.0,Kras-H3K36M
Tumor_67,Malignant 2 (AT2-like) enriched,37.0,568,0.06514084507042253,Kras-H3K36M
Tumor_67,Malignant 1 enriched,0.0,568,0.0,Kras-H3K36M
Tumor_67,Malignant 1/2 co-enriched,0.0,568,0.0,Kras-H3K36M
Tumor_67,Large airway,0.0,568,0.0,Kras-H3K36M
Tumor_67,Plasma/B/T co-enriched,503.0,568,0.8855633802816901,Kras-H3K36M
Tumor_67,Lymphatic endothelial enriched,22.0,568,0.03873239436619718,Kras-H3K36M
Tumor_67,Malignant 3 enriched,0.0,568,0.0,Kras-H3K36M
Tumor_67,Lung parenchyma,6.0,568,0.01056338028169014,Kras-H3K36M
Tumor_67,Pleura,0.0,568,0.0,Kras-H3K36M
Tumor_74,Malignant 2 (AT2-like) enriched,18.0,195,0.09230769230769231,Kras-H3K36M
Tumor_74,Malignant 1 enriched,0.0,195,0.0,Kras-H3K36M
Tumor_74,Malignant 1/2 co-enriched,0.0,195,0.0,Kras-H3K36M
Tumor_74,Large airway,0.0,195,0.0,Kras-H3K36M
Tumor_74,Plasma/B/T co-enriched,166.0,195,0.8512820512820513,Kras-H3K36M
Tumor_74,Lymphatic endothelial enriched,11.0,195,0.05641025641025641,Kras-H3K36M
Tumor_74,Malignant 3 enriched,0.0,195,0.0,Kras-H3K36M
Tumor_74,Lung parenchyma,0.0,195,0.0,Kras-H3K36M
Tumor_74,Pleura,0.0,195,0.0,Kras-H3K36M
Tumor_73,Malignant 2 (AT2-like) enriched,44.0,64,0.6875,Kras-H3K36M
Tumor_73,Malignant 1 enriched,0.0,64,0.0,Kras-H3K36M
Tumor_73,Malignant 1/2 co-enriched,0.0,64,0.0,Kras-H3K36M
Tumor_73,Large airway,0.0,64,0.0,Kras-H3K36M
Tumor_73,Plasma/B/T co-enriched,2.0,64,0.03125,Kras-H3K36M
Tumor_73,Lymphatic endothelial enriched,4.0,64,0.0625,Kras-H3K36M
Tumor_73,Malignant 3 enriched,0.0,64,0.0,Kras-H3K36M
Tumor_73,Lung parenchyma,14.0,64,0.21875,Kras-H3K36M
Tumor_73,Pleura,0.0,64,0.0,Kras-H3K36M
Tumor_76,Malignant 2 (AT2-like) enriched,165.0,315,0.5238095238095238,Kras-H3K36M
Tumor_76,Malignant 1 enriched,0.0,315,0.0,Kras-H3K36M
Tumor_76,Malignant 1/2 co-enriched,0.0,315,0.0,Kras-H3K36M
Tumor_76,Large airway,35.0,315,0.1111111111111111,Kras-H3K36M
Tumor_76,Plasma/B/T co-enriched,86.0,315,0.273015873015873,Kras-H3K36M
Tumor_76,Lymphatic endothelial enriched,22.0,315,0.06984126984126984,Kras-H3K36M
Tumor_76,Malignant 3 enriched,0.0,315,0.0,Kras-H3K36M
Tumor_76,Lung parenchyma,7.0,315,0.022222222222222223,Kras-H3K36M
Tumor_76,Pleura,0.0,315,0.0,Kras-H3K36M
Tumor_80,Malignant 2 (AT2-like) enriched,110.0,801,0.1373283395755306,Kras-H3K36M
Tumor_80,Malignant 1 enriched,0.0,801,0.0,Kras-H3K36M
Tumor_80,Malignant 1/2 co-enriched,0.0,801,0.0,Kras-H3K36M
Tumor_80,Large airway,0.0,801,0.0,Kras-H3K36M
Tumor_80,Plasma/B/T co-enriched,623.0,801,0.7777777777777778,Kras-H3K36M
Tumor_80,Lymphatic endothelial enriched,68.0,801,0.08489388264669163,Kras-H3K36M
Tumor_80,Malignant 3 enriched,0.0,801,0.0,Kras-H3K36M
Tumor_80,Lung parenchyma,0.0,801,0.0,Kras-H3K36M
Tumor_80,Pleura,0.0,801,0.0,Kras-H3K36M
Tumor_90,Malignant 2 (AT2-like) enriched,38.0,688,0.055232558139534885,Kras-H3K36M
Tumor_90,Malignant 1 enriched,0.0,688,0.0,Kras-H3K36M
Tumor_90,Malignant 1/2 co-enriched,0.0,688,0.0,Kras-H3K36M
Tumor_90,Large airway,0.0,688,0.0,Kras-H3K36M
Tumor_90,Plasma/B/T co-enriched,639.0,688,0.9287790697674418,Kras-H3K36M
Tumor_90,Lymphatic endothelial enriched,1.0,688,0.0014534883720930232,Kras-H3K36M
Tumor_90,Malignant 3 enriched,0.0,688,0.0,Kras-H3K36M
Tumor_90,Lung parenchyma,9.0,688,0.01308139534883721,Kras-H3K36M
Tumor_90,Pleura,1.0,688,0.0014534883720930232,Kras-H3K36M
Tumor_91,Malignant 2 (AT2-like) enriched,100.0,302,0.33112582781456956,Kras-H3K36M
Tumor_91,Malignant 1 enriched,0.0,302,0.0,Kras-H3K36M
Tumor_91,Malignant 1/2 co-enriched,0.0,302,0.0,Kras-H3K36M
Tumor_91,Large airway,0.0,302,0.0,Kras-H3K36M
Tumor_91,Plasma/B/T co-enriched,155.0,302,0.5132450331125827,Kras-H3K36M
Tumor_91,Lymphatic endothelial enriched,27.0,302,0.08940397350993377,Kras-H3K36M
Tumor_91,Malignant 3 enriched,0.0,302,0.0,Kras-H3K36M
Tumor_91,Lung parenchyma,20.0,302,0.06622516556291391,Kras-H3K36M
Tumor_91,Pleura,0.0,302,0.0,Kras-H3K36M
Tumor_94,Malignant 2 (AT2-like) enriched,57.0,145,0.3931034482758621,Kras-H3K36M
Tumor_94,Malignant 1 enriched,0.0,145,0.0,Kras-H3K36M
Tumor_94,Malignant 1/2 co-enriched,0.0,145,0.0,Kras-H3K36M
Tumor_94,Large airway,0.0,145,0.0,Kras-H3K36M
Tumor_94,Plasma/B/T co-enriched,71.0,145,0.4896551724137931,Kras-H3K36M
Tumor_94,Lymphatic endothelial enriched,2.0,145,0.013793103448275862,Kras-H3K36M
Tumor_94,Malignant 3 enriched,0.0,145,0.0,Kras-H3K36M
Tumor_94,Lung parenchyma,15.0,145,0.10344827586206896,Kras-H3K36M
Tumor_94,Pleura,0.0,145,0.0,Kras-H3K36M
Tumor_75,Malignant 2 (AT2-like) enriched,4.0,38,0.10526315789473684,Kras-H3K36M
Tumor_75,Malignant 1 enriched,0.0,38,0.0,Kras-H3K36M
Tumor_75,Malignant 1/2 co-enriched,0.0,38,0.0,Kras-H3K36M
Tumor_75,Large airway,0.0,38,0.0,Kras-H3K36M
Tumor_75,Plasma/B/T co-enriched,29.0,38,0.7631578947368421,Kras-H3K36M
Tumor_75,Lymphatic endothelial enriched,1.0,38,0.02631578947368421,Kras-H3K36M
Tumor_75,Malignant 3 enriched,0.0,38,0.0,Kras-H3K36M
Tumor_75,Lung parenchyma,4.0,38,0.10526315789473684,Kras-H3K36M
Tumor_75,Pleura,0.0,38,0.0,Kras-H3K36M
Tumor_55,Malignant 2 (AT2-like) enriched,294.0,1558,0.18870346598202825,Kras-H3K36M
Tumor_55,Malignant 1 enriched,0.0,1558,0.0,Kras-H3K36M
Tumor_55,Malignant 1/2 co-enriched,0.0,1558,0.0,Kras-H3K36M
Tumor_55,Large airway,0.0,1558,0.0,Kras-H3K36M
Tumor_55,Plasma/B/T co-enriched,1194.0,1558,0.766367137355584,Kras-H3K36M
Tumor_55,Lymphatic endothelial enriched,33.0,1558,0.021181001283697046,Kras-H3K36M
Tumor_55,Malignant 3 enriched,0.0,1558,0.0,Kras-H3K36M
Tumor_55,Lung parenchyma,33.0,1558,0.021181001283697046,Kras-H3K36M
Tumor_55,Pleura,4.0,1558,0.0025673940949935813,Kras-H3K36M
Tumor_57,Malignant 2 (AT2-like) enriched,59.0,455,0.12967032967032968,Kras-H3K36M
Tumor_57,Malignant 1 enriched,0.0,455,0.0,Kras-H3K36M
Tumor_57,Malignant 1/2 co-enriched,0.0,455,0.0,Kras-H3K36M
Tumor_57,Large airway,0.0,455,0.0,Kras-H3K36M
Tumor_57,Plasma/B/T co-enriched,381.0,455,0.8373626373626374,Kras-H3K36M
Tumor_57,Lymphatic endothelial enriched,8.0,455,0.017582417582417582,Kras-H3K36M
Tumor_57,Malignant 3 enriched,0.0,455,0.0,Kras-H3K36M
Tumor_57,Lung parenchyma,7.0,455,0.015384615384615385,Kras-H3K36M
Tumor_57,Pleura,0.0,455,0.0,Kras-H3K36M
Tumor_56,Malignant 2 (AT2-like) enriched,1.0,59,0.01694915254237288,Kras-H3K36M
Tumor_56,Malignant 1 enriched,0.0,59,0.0,Kras-H3K36M
Tumor_56,Malignant 1/2 co-enriched,0.0,59,0.0,Kras-H3K36M
Tumor_56,Large airway,0.0,59,0.0,Kras-H3K36M
Tumor_56,Plasma/B/T co-enriched,58.0,59,0.9830508474576272,Kras-H3K36M
Tumor_56,Lymphatic endothelial enriched,0.0,59,0.0,Kras-H3K36M
Tumor_56,Malignant 3 enriched,0.0,59,0.0,Kras-H3K36M
Tumor_56,Lung parenchyma,0.0,59,0.0,Kras-H3K36M
Tumor_56,Pleura,0.0,59,0.0,Kras-H3K36M
Tumor_68,Malignant 2 (AT2-like) enriched,27.0,72,0.375,Kras-H3K36M
Tumor_68,Malignant 1 enriched,0.0,72,0.0,Kras-H3K36M
Tumor_68,Malignant 1/2 co-enriched,0.0,72,0.0,Kras-H3K36M
Tumor_68,Large airway,0.0,72,0.0,Kras-H3K36M
Tumor_68,Plasma/B/T co-enriched,38.0,72,0.5277777777777778,Kras-H3K36M
Tumor_68,Lymphatic endothelial enriched,7.0,72,0.09722222222222222,Kras-H3K36M
Tumor_68,Malignant 3 enriched,0.0,72,0.0,Kras-H3K36M
Tumor_68,Lung parenchyma,0.0,72,0.0,Kras-H3K36M
Tumor_68,Pleura,0.0,72,0.0,Kras-H3K36M
Tumor_64,Malignant 2 (AT2-like) enriched,24.0,205,0.11707317073170732,Kras-H3K36M
Tumor_64,Malignant 1 enriched,0.0,205,0.0,Kras-H3K36M
Tumor_64,Malignant 1/2 co-enriched,0.0,205,0.0,Kras-H3K36M
Tumor_64,Large airway,0.0,205,0.0,Kras-H3K36M
Tumor_64,Plasma/B/T co-enriched,174.0,205,0.848780487804878,Kras-H3K36M
Tumor_64,Lymphatic endothelial enriched,0.0,205,0.0,Kras-H3K36M
Tumor_64,Malignant 3 enriched,0.0,205,0.0,Kras-H3K36M
Tumor_64,Lung parenchyma,7.0,205,0.03414634146341464,Kras-H3K36M
Tumor_64,Pleura,0.0,205,0.0,Kras-H3K36M
Tumor_63,Malignant 2 (AT2-like) enriched,8.0,63,0.12698412698412698,Kras-H3K36M
Tumor_63,Malignant 1 enriched,0.0,63,0.0,Kras-H3K36M
Tumor_63,Malignant 1/2 co-enriched,0.0,63,0.0,Kras-H3K36M
Tumor_63,Large airway,14.0,63,0.2222222222222222,Kras-H3K36M
Tumor_63,Plasma/B/T co-enriched,37.0,63,0.5873015873015873,Kras-H3K36M
Tumor_63,Lymphatic endothelial enriched,2.0,63,0.031746031746031744,Kras-H3K36M
Tumor_63,Malignant 3 enriched,0.0,63,0.0,Kras-H3K36M
Tumor_63,Lung parenchyma,2.0,63,0.031746031746031744,Kras-H3K36M
Tumor_63,Pleura,0.0,63,0.0,Kras-H3K36M
Tumor_89,Malignant 2 (AT2-like) enriched,13.0,24,0.5416666666666666,Kras-H3K36M
Tumor_89,Malignant 1 enriched,0.0,24,0.0,Kras-H3K36M
Tumor_89,Malignant 1/2 co-enriched,0.0,24,0.0,Kras-H3K36M
Tumor_89,Large airway,0.0,24,0.0,Kras-H3K36M
Tumor_89,Plasma/B/T co-enriched,0.0,24,0.0,Kras-H3K36M
Tumor_89,Lymphatic endothelial enriched,11.0,24,0.4583333333333333,Kras-H3K36M
Tumor_89,Malignant 3 enriched,0.0,24,0.0,Kras-H3K36M
Tumor_89,Lung parenchyma,0.0,24,0.0,Kras-H3K36M
Tumor_89,Pleura,0.0,24,0.0,Kras-H3K36M
